Unique_Patient_Identifier	gene	copy
TCGA-W5-AA2U	ZNF282	neutral
TCGA-W5-AA2U	ZNF212	neutral
TCGA-W5-AA2U	ZNF783	neutral
TCGA-W5-AA2U	ZNF777	neutral
TCGA-W5-AA2U	ZNF746	neutral
TCGA-W5-AA2U	KRBA1	neutral
TCGA-W5-AA2U	ZNF467	neutral
TCGA-W5-AA2U	ZNF862	neutral
TCGA-W5-AA2U	ATP6V0E2	neutral
TCGA-W5-AA2U	ACTR3C	neutral
TCGA-W5-AA2U	LRRC61	neutral
TCGA-W5-AA2U	RARRES2	neutral
TCGA-W5-AA2U	REPIN1	neutral
TCGA-W5-AA2U	ZNF775	neutral
TCGA-W5-AA2U	GIMAP8	neutral
TCGA-W5-AA2U	GIMAP7	neutral
TCGA-W5-AA2U	GIMAP4	neutral
TCGA-W5-AA2U	GIMAP6	neutral
TCGA-W5-AA2U	GIMAP2	neutral
TCGA-W5-AA2U	GIMAP1	neutral
TCGA-W5-AA2U	GIMAP1-GIMAP5	neutral
TCGA-W5-AA2U	GIMAP5	neutral
TCGA-W5-AA2U	TMEM176B	neutral
TCGA-W5-AA2U	TMEM176A	neutral
TCGA-W5-AA2U	AOC1	neutral
TCGA-W5-AA2U	KCNH2	neutral
TCGA-W5-AA2U	NOS3	neutral
TCGA-W5-AA2U	ATG9B	neutral
TCGA-W5-AA2U	ABCB8	neutral
TCGA-W5-AA2U	ASIC3	neutral
TCGA-W5-AA2U	CDK5	neutral
TCGA-W5-AA2U	SLC4A2	neutral
TCGA-W5-AA2U	FASTK	neutral
TCGA-W5-AA2U	TMUB1	neutral
TCGA-W5-AA2U	AGAP3	neutral
TCGA-W5-AA2U	GBX1	neutral
TCGA-W5-AA2U	ASB10	neutral
TCGA-W5-AA2U	IQCA1L	neutral
TCGA-W5-AA2U	ABCF2	neutral
TCGA-W5-AA2U	CHPF2	neutral
TCGA-W5-AA2U	SMARCD3	neutral
TCGA-W5-AA2U	NUB1	neutral
TCGA-W5-AA2U	WDR86	neutral
TCGA-W5-AA2U	CRYGN	neutral
TCGA-W5-AA2U	RHEB	neutral
TCGA-W5-AA2U	PRKAG2	neutral
TCGA-W5-AA2U	GALNTL5	neutral
TCGA-W5-AA2U	GALNT11	neutral
TCGA-W5-AA2U	KMT2C	neutral
TCGA-W5-AA2U	XRCC2	neutral
TCGA-W5-AA2U	ACTR3B	neutral
TCGA-W5-AA2U	DPP6	neutral
TCGA-W5-AA2U	PAXIP1	neutral
TCGA-W5-AA2U	HTR5A	neutral
TCGA-W5-AA2U	INSIG1	neutral
TCGA-W5-AA2U	EN2	neutral
TCGA-W5-AA2U	CNPY1	neutral
TCGA-W5-AA2U	RBM33	neutral
TCGA-W5-AA2U	SHH	neutral
TCGA-W5-AA2U	RNF32	neutral
TCGA-W5-AA2U	LMBR1	neutral
TCGA-W5-AA2U	NOM1	neutral
TCGA-W5-AA2U	MNX1	neutral
TCGA-W5-AA2U	UBE3C	neutral
TCGA-W5-AA2U	DNAJB6	neutral
TCGA-W5-AA2U	PTPRN2	neutral
TCGA-W5-AA2U	NCAPG2	neutral
TCGA-W5-AA2U	ESYT2	neutral
TCGA-W5-AA2U	DYNC2I1	neutral
TCGA-W5-AA2U	VIPR2	neutral
TCGA-W5-AA2U	OR4F21	neutral
TCGA-W5-AA2U	ZNF596	neutral
TCGA-W5-AA2U	FBXO25	neutral
TCGA-W5-AA2U	TDRP	neutral
TCGA-W5-AA2U	ERICH1	neutral
TCGA-W5-AA2U	DLGAP2	neutral
TCGA-W5-AA2U	CLN8	neutral
TCGA-W5-AA2U	ARHGEF10	neutral
TCGA-W5-AA2U	KBTBD11	neutral
TCGA-W5-AA2U	MYOM2	neutral
TCGA-W5-AA2U	CSMD1	neutral
TCGA-W5-AA2U	MCPH1	neutral
TCGA-W5-AA2U	ANGPT2	neutral
TCGA-W5-AA2U	AGPAT5	neutral
TCGA-W5-AA2U	XKR5	neutral
TCGA-W5-AA2U	DEFB1	neutral
TCGA-W5-AA2U	DEFA6	neutral
TCGA-W5-AA2U	DEFA4	neutral
TCGA-W5-AA2U	DEFA1	neutral
TCGA-W5-AA2U	DEFA1B	neutral
TCGA-W5-AA2U	DEFA3	neutral
TCGA-W5-AA2U	DEFA5	neutral
TCGA-W5-AA2U	FAM90A15P	neutral
TCGA-W5-AA2U	FAM90A3P	neutral
TCGA-W5-AA2U	FAM90A13P	neutral
TCGA-W5-AA2U	FAM90A5P	neutral
TCGA-W5-AA2U	FAM90A20P	neutral
TCGA-W5-AA2U	DEFB109B	neutral
TCGA-W5-AA2U	USP17L1	neutral
TCGA-W5-AA2U	USP17L4	neutral
TCGA-W5-AA2U	ZNF705G	neutral
TCGA-W5-AA2U	DEFB108C	neutral
TCGA-W5-AA2U	DEFB4B	neutral
TCGA-W5-AA2U	DEFB103B	neutral
TCGA-W5-AA2U	SPAG11B	neutral
TCGA-W5-AA2U	DEFB104B	neutral
TCGA-W5-AA2U	DEFB106B	neutral
TCGA-W5-AA2U	DEFB105B	neutral
TCGA-W5-AA2U	DEFB107B	neutral
TCGA-W5-AA2U	PRR23D1	neutral
TCGA-W5-AA2U	PRR23D2	neutral
TCGA-W5-AA2U	DEFB107A	neutral
TCGA-W5-AA2U	DEFB105A	neutral
TCGA-W5-AA2U	DEFB106A	neutral
TCGA-W5-AA2U	DEFB104A	neutral
TCGA-W5-AA2U	SPAG11A	neutral
TCGA-W5-AA2U	DEFB103A	neutral
TCGA-W5-AA2U	DEFB4A	neutral
TCGA-W5-AA2U	ZNF705B	neutral
TCGA-W5-AA2U	USP17L8	neutral
TCGA-W5-AA2U	USP17L3	neutral
TCGA-W5-AA2U	DEFB109C	neutral
TCGA-W5-AA2U	FAM90A11P	neutral
TCGA-W5-AA2U	FAM90A24P	neutral
TCGA-W5-AA2U	FAM90A12P	neutral
TCGA-W5-AA2U	PRAG1	neutral
TCGA-W5-AA2U	CLDN23	neutral
TCGA-W5-AA2U	MFHAS1	neutral
TCGA-W5-AA2U	ERI1	neutral
TCGA-W5-AA2U	PPP1R3B	neutral
TCGA-W5-AA2U	TNKS	neutral
TCGA-W5-AA2U	MSRA	neutral
TCGA-W5-AA2U	PRSS51	neutral
TCGA-W5-AA2U	PRSS55	neutral
TCGA-W5-AA2U	RP1L1	neutral
TCGA-W5-AA2U	C8orf74	neutral
TCGA-W5-AA2U	SOX7	neutral
TCGA-W5-AA2U	PINX1	neutral
TCGA-W5-AA2U	XKR6	neutral
TCGA-W5-AA2U	MTMR9	neutral
TCGA-W5-AA2U	SLC35G5	neutral
TCGA-W5-AA2U	FAM167A	neutral
TCGA-W5-AA2U	BLK	neutral
TCGA-W5-AA2U	GATA4	neutral
TCGA-W5-AA2U	NEIL2	neutral
TCGA-W5-AA2U	FDFT1	neutral
TCGA-W5-AA2U	CTSB	neutral
TCGA-W5-AA2U	DEFB136	neutral
TCGA-W5-AA2U	DEFB135	neutral
TCGA-W5-AA2U	DEFB134	neutral
TCGA-W5-AA2U	DEFB130B	neutral
TCGA-W5-AA2U	ZNF705D	neutral
TCGA-W5-AA2U	USP17L7	neutral
TCGA-W5-AA2U	USP17L2	neutral
TCGA-W5-AA2U	FAM86B1	neutral
TCGA-W5-AA2U	DEFB130A	neutral
TCGA-W5-AA2U	FAM86B2	neutral
TCGA-W5-AA2U	LONRF1	neutral
TCGA-W5-AA2U	TRMT9B	neutral
TCGA-W5-AA2U	DLC1	neutral
TCGA-W5-AA2U	C8orf48	neutral
TCGA-W5-AA2U	SGCZ	neutral
TCGA-W5-AA2U	TUSC3	neutral
TCGA-W5-AA2U	MSR1	neutral
TCGA-W5-AA2U	FGF20	neutral
TCGA-W5-AA2U	MICU3	neutral
TCGA-W5-AA2U	ZDHHC2	neutral
TCGA-W5-AA2U	CNOT7	neutral
TCGA-W5-AA2U	VPS37A	neutral
TCGA-W5-AA2U	MTMR7	neutral
TCGA-W5-AA2U	SLC7A2	neutral
TCGA-W5-AA2U	PDGFRL	neutral
TCGA-W5-AA2U	MTUS1	neutral
TCGA-W5-AA2U	FGL1	neutral
TCGA-W5-AA2U	PCM1	neutral
TCGA-W5-AA2U	ASAH1	neutral
TCGA-W5-AA2U	NAT1	neutral
TCGA-W5-AA2U	NAT2	neutral
TCGA-W5-AA2U	PSD3	neutral
TCGA-W5-AA2U	SH2D4A	neutral
TCGA-W5-AA2U	CSGALNACT1	neutral
TCGA-W5-AA2U	INTS10	neutral
TCGA-W5-AA2U	LPL	neutral
TCGA-W5-AA2U	SLC18A1	neutral
TCGA-W5-AA2U	ATP6V1B2	neutral
TCGA-W5-AA2U	LZTS1	neutral
TCGA-W5-AA2U	GFRA2	neutral
TCGA-W5-AA2U	DOK2	neutral
TCGA-W5-AA2U	XPO7	neutral
TCGA-W5-AA2U	NPM2	neutral
TCGA-W5-AA2U	FGF17	neutral
TCGA-W5-AA2U	DMTN	neutral
TCGA-W5-AA2U	NUDT18	neutral
TCGA-W5-AA2U	HR	neutral
TCGA-W5-AA2U	REEP4	neutral
TCGA-W5-AA2U	LGI3	neutral
TCGA-W5-AA2U	SFTPC	neutral
TCGA-W5-AA2U	BMP1	neutral
TCGA-W5-AA2U	PHYHIP	neutral
TCGA-W5-AA2U	POLR3D	neutral
TCGA-W5-AA2U	PIWIL2	neutral
TCGA-W5-AA2U	SLC39A14	neutral
TCGA-W5-AA2U	PPP3CC	neutral
TCGA-W5-AA2U	SORBS3	neutral
TCGA-W5-AA2U	PDLIM2	neutral
TCGA-W5-AA2U	C8orf58	neutral
TCGA-W5-AA2U	CCAR2	neutral
TCGA-W5-AA2U	BIN3	neutral
TCGA-W5-AA2U	EGR3	neutral
TCGA-W5-AA2U	PEBP4	neutral
TCGA-W5-AA2U	RHOBTB2	neutral
TCGA-W5-AA2U	TNFRSF10B	neutral
TCGA-W5-AA2U	TNFRSF10C	neutral
TCGA-W5-AA2U	TNFRSF10D	neutral
TCGA-W5-AA2U	TNFRSF10A	neutral
TCGA-W5-AA2U	CHMP7	neutral
TCGA-W5-AA2U	R3HCC1	neutral
TCGA-W5-AA2U	LOXL2	neutral
TCGA-W5-AA2U	ENTPD4	neutral
TCGA-W5-AA2U	SLC25A37	neutral
TCGA-W5-AA2U	NKX3-1	neutral
TCGA-W5-AA2U	NKX2-6	neutral
TCGA-W5-AA2U	STC1	neutral
TCGA-W5-AA2U	ADAM28	neutral
TCGA-W5-AA2U	ADAMDEC1	neutral
TCGA-W5-AA2U	ADAM7	neutral
TCGA-W5-AA2U	NEFM	neutral
TCGA-W5-AA2U	NEFL	neutral
TCGA-W5-AA2U	DOCK5	neutral
TCGA-W5-AA2U	GNRH1	neutral
TCGA-W5-AA2U	KCTD9	neutral
TCGA-W5-AA2U	CDCA2	neutral
TCGA-W5-AA2U	EBF2	neutral
TCGA-W5-AA2U	PPP2R2A	neutral
TCGA-W5-AA2U	BNIP3L	neutral
TCGA-W5-AA2U	PNMA2	neutral
TCGA-W5-AA2U	DPYSL2	neutral
TCGA-W5-AA2U	ADRA1A	neutral
TCGA-W5-AA2U	STMN4	neutral
TCGA-W5-AA2U	TRIM35	neutral
TCGA-W5-AA2U	PTK2B	neutral
TCGA-W5-AA2U	CHRNA2	neutral
TCGA-W5-AA2U	EPHX2	neutral
TCGA-W5-AA2U	CLU	neutral
TCGA-W5-AA2U	SCARA3	neutral
TCGA-W5-AA2U	CCDC25	neutral
TCGA-W5-AA2U	ESCO2	neutral
TCGA-W5-AA2U	PBK	neutral
TCGA-W5-AA2U	SCARA5	neutral
TCGA-W5-AA2U	NUGGC	neutral
TCGA-W5-AA2U	ELP3	neutral
TCGA-W5-AA2U	PNOC	neutral
TCGA-W5-AA2U	ZNF395	neutral
TCGA-W5-AA2U	FBXO16	neutral
TCGA-W5-AA2U	FZD3	neutral
TCGA-W5-AA2U	EXTL3	neutral
TCGA-W5-AA2U	INTS9	neutral
TCGA-W5-AA2U	HMBOX1	neutral
TCGA-W5-AA2U	KIF13B	neutral
TCGA-W5-AA2U	DUSP4	neutral
TCGA-W5-AA2U	SARAF	neutral
TCGA-W5-AA2U	LEPROTL1	neutral
TCGA-W5-AA2U	MBOAT4	neutral
TCGA-W5-AA2U	DCTN6	neutral
TCGA-W5-AA2U	RBPMS	neutral
TCGA-W5-AA2U	GTF2E2	neutral
TCGA-W5-AA2U	SMIM18	neutral
TCGA-W5-AA2U	GSR	neutral
TCGA-W5-AA2U	UBXN8	neutral
TCGA-W5-AA2U	PPP2CB	neutral
TCGA-W5-AA2U	TEX15	neutral
TCGA-W5-AA2U	PURG	neutral
TCGA-W5-AA2U	WRN	neutral
TCGA-W5-AA2U	NRG1	neutral
TCGA-W5-AA2U	FUT10	neutral
TCGA-W5-AA2U	TTI2	neutral
TCGA-W5-AA2U	MAK16	neutral
TCGA-W5-AA2U	RNF122	neutral
TCGA-W5-AA2U	DUSP26	neutral
TCGA-W5-AA2U	UNC5D	neutral
TCGA-W5-AA2U	KCNU1	neutral
TCGA-W5-AA2U	ZNF703	neutral
TCGA-W5-AA2U	ERLIN2	neutral
TCGA-W5-AA2U	PLPBP	neutral
TCGA-W5-AA2U	ADGRA2	neutral
TCGA-W5-AA2U	BRF2	neutral
TCGA-W5-AA2U	RAB11FIP1	neutral
TCGA-W5-AA2U	GOT1L1	neutral
TCGA-W5-AA2U	ADRB3	neutral
TCGA-W5-AA2U	EIF4EBP1	neutral
TCGA-W5-AA2U	ASH2L	neutral
TCGA-W5-AA2U	STAR	neutral
TCGA-W5-AA2U	LSM1	neutral
TCGA-W5-AA2U	BAG4	neutral
TCGA-W5-AA2U	DDHD2	neutral
TCGA-W5-AA2U	PLPP5	neutral
TCGA-W5-AA2U	NSD3	neutral
TCGA-W5-AA2U	LETM2	neutral
TCGA-W5-AA2U	FGFR1	neutral
TCGA-W5-AA2U	TACC1	neutral
TCGA-W5-AA2U	PLEKHA2	neutral
TCGA-W5-AA2U	HTRA4	neutral
TCGA-W5-AA2U	TM2D2	neutral
TCGA-W5-AA2U	ADAM9	neutral
TCGA-W5-AA2U	ADAM32	neutral
TCGA-W5-AA2U	ADAM18	neutral
TCGA-W5-AA2U	ADAM2	neutral
TCGA-W5-AA2U	IDO1	neutral
TCGA-W5-AA2U	IDO2	neutral
TCGA-W5-AA2U	TCIM	neutral
TCGA-W5-AA2U	ZMAT4	neutral
TCGA-W5-AA2U	SFRP1	neutral
TCGA-W5-AA2U	GOLGA7	neutral
TCGA-W5-AA2U	GINS4	neutral
TCGA-W5-AA2U	GPAT4	neutral
TCGA-W5-AA2U	NKX6-3	neutral
TCGA-W5-AA2U	ANK1	neutral
TCGA-W5-AA2U	KAT6A	neutral
TCGA-W5-AA2U	AP3M2	neutral
TCGA-W5-AA2U	PLAT	neutral
TCGA-W5-AA2U	IKBKB	neutral
TCGA-W5-AA2U	POLB	neutral
TCGA-W5-AA2U	DKK4	neutral
TCGA-W5-AA2U	VDAC3	neutral
TCGA-W5-AA2U	SLC20A2	neutral
TCGA-W5-AA2U	SMIM19	neutral
TCGA-W5-AA2U	CHRNB3	neutral
TCGA-W5-AA2U	CHRNA6	neutral
TCGA-W5-AA2U	THAP1	neutral
TCGA-W5-AA2U	RNF170	neutral
TCGA-W5-AA2U	HOOK3	neutral
TCGA-W5-AA2U	FNTA	neutral
TCGA-W5-AA2U	POMK	neutral
TCGA-W5-AA2U	HGSNAT	neutral
TCGA-W5-AA2U	SPIDR	neutral
TCGA-W5-AA2U	CEBPD	neutral
TCGA-W5-AA2U	PRKDC	neutral
TCGA-W5-AA2U	MCM4	neutral
TCGA-W5-AA2U	UBE2V2	neutral
TCGA-W5-AA2U	SNAI2	neutral
TCGA-W5-AA2U	PPDPFL	neutral
TCGA-W5-AA2U	SNTG1	neutral
TCGA-W5-AA2U	PXDNL	neutral
TCGA-W5-AA2U	PCMTD1	neutral
TCGA-W5-AA2U	ST18	neutral
TCGA-W5-AA2U	ALKAL1	neutral
TCGA-W5-AA2U	RB1CC1	neutral
TCGA-W5-AA2U	NPBWR1	neutral
TCGA-W5-AA2U	OPRK1	neutral
TCGA-W5-AA2U	ATP6V1H	neutral
TCGA-W5-AA2U	RGS20	neutral
TCGA-W5-AA2U	TCEA1	neutral
TCGA-W5-AA2U	LYPLA1	neutral
TCGA-W5-AA2U	MRPL15	neutral
TCGA-W5-AA2U	SOX17	neutral
TCGA-W5-AA2U	RP1	neutral
TCGA-W5-AA2U	XKR4	neutral
TCGA-W5-AA2U	TMEM68	neutral
TCGA-W5-AA2U	TGS1	neutral
TCGA-W5-AA2U	LYN	neutral
TCGA-W5-AA2U	RPS20	neutral
TCGA-W5-AA2U	MOS	neutral
TCGA-W5-AA2U	PLAG1	neutral
TCGA-W5-AA2U	CHCHD7	neutral
TCGA-W5-AA2U	SDR16C5	neutral
TCGA-W5-AA2U	PENK	neutral
TCGA-W5-AA2U	BPNT2	neutral
TCGA-W5-AA2U	FAM110B	neutral
TCGA-W5-AA2U	UBXN2B	neutral
TCGA-W5-AA2U	CYP7A1	neutral
TCGA-W5-AA2U	SDCBP	neutral
TCGA-W5-AA2U	NSMAF	neutral
TCGA-W5-AA2U	TOX	neutral
TCGA-W5-AA2U	CA8	neutral
TCGA-W5-AA2U	RAB2A	neutral
TCGA-W5-AA2U	CHD7	neutral
TCGA-W5-AA2U	CLVS1	neutral
TCGA-W5-AA2U	ASPH	neutral
TCGA-W5-AA2U	NKAIN3	neutral
TCGA-W5-AA2U	GGH	neutral
TCGA-W5-AA2U	TTPA	neutral
TCGA-W5-AA2U	YTHDF3	neutral
TCGA-W5-AA2U	BHLHE22	neutral
TCGA-W5-AA2U	CYP7B1	neutral
TCGA-W5-AA2U	ARMC1	neutral
TCGA-W5-AA2U	MTFR1	neutral
TCGA-W5-AA2U	PDE7A	neutral
TCGA-W5-AA2U	DNAJC5B	neutral
TCGA-W5-AA2U	TRIM55	neutral
TCGA-W5-AA2U	CRH	neutral
TCGA-W5-AA2U	RRS1	neutral
TCGA-W5-AA2U	ADHFE1	neutral
TCGA-W5-AA2U	VXN	neutral
TCGA-W5-AA2U	MYBL1	neutral
TCGA-W5-AA2U	VCPIP1	neutral
TCGA-W5-AA2U	C8orf44-SGK3	neutral
TCGA-W5-AA2U	SGK3	neutral
TCGA-W5-AA2U	MCMDC2	neutral
TCGA-W5-AA2U	TCF24	neutral
TCGA-W5-AA2U	PPP1R42	neutral
TCGA-W5-AA2U	COPS5	neutral
TCGA-W5-AA2U	CSPP1	neutral
TCGA-W5-AA2U	ARFGEF1	neutral
TCGA-W5-AA2U	CPA6	neutral
TCGA-W5-AA2U	PREX2	neutral
TCGA-W5-AA2U	C8orf34	neutral
TCGA-W5-AA2U	SULF1	neutral
TCGA-W5-AA2U	SLCO5A1	neutral
TCGA-W5-AA2U	PRDM14	neutral
TCGA-W5-AA2U	NCOA2	neutral
TCGA-W5-AA2U	TRAM1	neutral
TCGA-W5-AA2U	LACTB2	neutral
TCGA-W5-AA2U	XKR9	neutral
TCGA-W5-AA2U	EYA1	neutral
TCGA-W5-AA2U	MSC	neutral
TCGA-W5-AA2U	TRPA1	neutral
TCGA-W5-AA2U	KCNB2	neutral
TCGA-W5-AA2U	TERF1	neutral
TCGA-W5-AA2U	SBSPON	neutral
TCGA-W5-AA2U	C8orf89	neutral
TCGA-W5-AA2U	RPL7	neutral
TCGA-W5-AA2U	RDH10	neutral
TCGA-W5-AA2U	STAU2	neutral
TCGA-W5-AA2U	UBE2W	neutral
TCGA-W5-AA2U	ELOC	neutral
TCGA-W5-AA2U	TMEM70	neutral
TCGA-W5-AA2U	LY96	neutral
TCGA-W5-AA2U	JPH1	neutral
TCGA-W5-AA2U	GDAP1	neutral
TCGA-W5-AA2U	PI15	neutral
TCGA-W5-AA2U	CRISPLD1	neutral
TCGA-W5-AA2U	HNF4G	neutral
TCGA-W5-AA2U	ZFHX4	neutral
TCGA-W5-AA2U	PEX2	neutral
TCGA-W5-AA2U	PKIA	amp
TCGA-W5-AA2U	ZC2HC1A	amp
TCGA-W5-AA2U	IL7	amp
TCGA-W5-AA2U	STMN2	amp
TCGA-W5-AA2U	HEY1	amp
TCGA-W5-AA2U	MRPS28	amp
TCGA-W5-AA2U	TPD52	amp
TCGA-W5-AA2U	ZBTB10	amp
TCGA-W5-AA2U	ZNF704	amp
TCGA-W5-AA2U	PAG1	amp
TCGA-W5-AA2U	FABP5	amp
TCGA-W5-AA2U	PMP2	amp
TCGA-W5-AA2U	FABP9	amp
TCGA-W5-AA2U	FABP4	amp
TCGA-W5-AA2U	FABP12	amp
TCGA-W5-AA2U	IMPA1	amp
TCGA-W5-AA2U	SLC10A5	amp
TCGA-W5-AA2U	ZFAND1	amp
TCGA-W5-AA2U	CHMP4C	amp
TCGA-W5-AA2U	SNX16	amp
TCGA-W5-AA2U	RALYL	amp
TCGA-W5-AA2U	LRRCC1	amp
TCGA-W5-AA2U	E2F5	amp
TCGA-W5-AA2U	RBIS	amp
TCGA-W5-AA2U	CA13	amp
TCGA-W5-AA2U	CA1	amp
TCGA-W5-AA2U	CA3	amp
TCGA-W5-AA2U	CA2	amp
TCGA-W5-AA2U	ATP6V0D2	amp
TCGA-W5-AA2U	PSKH2	amp
TCGA-W5-AA2U	SLC7A13	amp
TCGA-W5-AA2U	WWP1	amp
TCGA-W5-AA2U	RMDN1	amp
TCGA-W5-AA2U	CPNE3	amp
TCGA-W5-AA2U	CNGB3	amp
TCGA-W5-AA2U	CNBD1	amp
TCGA-W5-AA2U	DCAF4L2	amp
TCGA-W5-AA2U	MMP16	amp
TCGA-W5-AA2U	RIPK2	amp
TCGA-W5-AA2U	OSGIN2	amp
TCGA-W5-AA2U	NBN	amp
TCGA-W5-AA2U	DECR1	amp
TCGA-W5-AA2U	CALB1	amp
TCGA-W5-AA2U	TMEM64	amp
TCGA-W5-AA2U	NECAB1	amp
TCGA-W5-AA2U	C8orf88	amp
TCGA-W5-AA2U	PIP4P2	amp
TCGA-W5-AA2U	OTUD6B	amp
TCGA-W5-AA2U	LRRC69	amp
TCGA-W5-AA2U	SLC26A7	amp
TCGA-W5-AA2U	RUNX1T1	amp
TCGA-W5-AA2U	TRIQK	amp
TCGA-W5-AA2U	CIBAR1	amp
TCGA-W5-AA2U	RBM12B	amp
TCGA-W5-AA2U	TMEM67	amp
TCGA-W5-AA2U	PDP1	amp
TCGA-W5-AA2U	CDH17	amp
TCGA-W5-AA2U	GEM	amp
TCGA-W5-AA2U	RAD54B	amp
TCGA-W5-AA2U	FSBP	amp
TCGA-W5-AA2U	VIRMA	amp
TCGA-W5-AA2U	ESRP1	amp
TCGA-W5-AA2U	DPY19L4	amp
TCGA-W5-AA2U	INTS8	amp
TCGA-W5-AA2U	CCNE2	amp
TCGA-W5-AA2U	NDUFAF6	amp
TCGA-W5-AA2U	TP53INP1	amp
TCGA-W5-AA2U	PLEKHF2	amp
TCGA-W5-AA2U	GDF6	amp
TCGA-W5-AA2U	UQCRB	amp
TCGA-W5-AA2U	MTERF3	amp
TCGA-W5-AA2U	PTDSS1	amp
TCGA-W5-AA2U	SDC2	amp
TCGA-W5-AA2U	CPQ	amp
TCGA-W5-AA2U	TSPYL5	amp
TCGA-W5-AA2U	MTDH	amp
TCGA-W5-AA2U	LAPTM4B	amp
TCGA-W5-AA2U	MATN2	amp
TCGA-W5-AA2U	RPL30	amp
TCGA-W5-AA2U	ERICH5	amp
TCGA-W5-AA2U	RIDA	amp
TCGA-W5-AA2U	POP1	amp
TCGA-W5-AA2U	NIPAL2	amp
TCGA-W5-AA2U	STK3	amp
TCGA-W5-AA2U	KCNS2	amp
TCGA-W5-AA2U	OSR2	amp
TCGA-W5-AA2U	VPS13B	amp
TCGA-W5-AA2U	COX6C	amp
TCGA-W5-AA2U	RGS22	amp
TCGA-W5-AA2U	FBXO43	amp
TCGA-W5-AA2U	POLR2K	amp
TCGA-W5-AA2U	SPAG1	amp
TCGA-W5-AA2U	RNF19A	amp
TCGA-W5-AA2U	ANKRD46	amp
TCGA-W5-AA2U	SNX31	amp
TCGA-W5-AA2U	PABPC1	amp
TCGA-W5-AA2U	YWHAZ	amp
TCGA-W5-AA2U	ZNF706	amp
TCGA-W5-AA2U	GRHL2	amp
TCGA-W5-AA2U	NCALD	amp
TCGA-W5-AA2U	RRM2B	amp
TCGA-W5-AA2U	UBR5	amp
TCGA-W5-AA2U	ODF1	amp
TCGA-W5-AA2U	KLF10	amp
TCGA-W5-AA2U	AZIN1	amp
TCGA-W5-AA2U	ATP6V1C1	amp
TCGA-W5-AA2U	BAALC	amp
TCGA-W5-AA2U	FZD6	amp
TCGA-W5-AA2U	CTHRC1	amp
TCGA-W5-AA2U	SLC25A32	amp
TCGA-W5-AA2U	DCAF13	amp
TCGA-W5-AA2U	RIMS2	amp
TCGA-W5-AA2U	DPYS	amp
TCGA-W5-AA2U	DCSTAMP	amp
TCGA-W5-AA2U	LRP12	amp
TCGA-W5-AA2U	ZFPM2	amp
TCGA-W5-AA2U	OXR1	amp
TCGA-W5-AA2U	ABRA	amp
TCGA-W5-AA2U	ANGPT1	amp
TCGA-W5-AA2U	RSPO2	amp
TCGA-W5-AA2U	EIF3E	amp
TCGA-W5-AA2U	EMC2	amp
TCGA-W5-AA2U	TMEM74	amp
TCGA-W5-AA2U	TRHR	amp
TCGA-W5-AA2U	NUDCD1	amp
TCGA-W5-AA2U	ENY2	amp
TCGA-W5-AA2U	PKHD1L1	amp
TCGA-W5-AA2U	EBAG9	amp
TCGA-W5-AA2U	SYBU	amp
TCGA-W5-AA2U	KCNV1	amp
TCGA-W5-AA2U	CSMD3	amp
TCGA-W5-AA2U	TRPS1	amp
TCGA-W5-AA2U	EIF3H	amp
TCGA-W5-AA2U	UTP23	amp
TCGA-W5-AA2U	RAD21	amp
TCGA-W5-AA2U	AARD	amp
TCGA-W5-AA2U	SLC30A8	amp
TCGA-W5-AA2U	MED30	amp
TCGA-W5-AA2U	EXT1	amp
TCGA-W5-AA2U	SAMD12	amp
TCGA-W5-AA2U	TNFRSF11B	amp
TCGA-W5-AA2U	COLEC10	amp
TCGA-W5-AA2U	MAL2	amp
TCGA-W5-AA2U	CCN3	amp
TCGA-W5-AA2U	ENPP2	amp
TCGA-W5-AA2U	TAF2	amp
TCGA-W5-AA2U	DSCC1	amp
TCGA-W5-AA2U	DEPTOR	amp
TCGA-W5-AA2U	COL14A1	amp
TCGA-W5-AA2U	MRPL13	amp
TCGA-W5-AA2U	MTBP	amp
TCGA-W5-AA2U	SNTB1	amp
TCGA-W5-AA2U	HAS2	amp
TCGA-W5-AA2U	ZHX2	amp
TCGA-W5-AA2U	DERL1	amp
TCGA-W5-AA2U	TBC1D31	amp
TCGA-W5-AA2U	FAM83A	amp
TCGA-W5-AA2U	C8orf76	amp
TCGA-W5-AA2U	ZHX1-C8orf76	amp
TCGA-W5-AA2U	ZHX1	amp
TCGA-W5-AA2U	ATAD2	amp
TCGA-W5-AA2U	NTAQ1	amp
TCGA-W5-AA2U	FBXO32	amp
TCGA-W5-AA2U	KLHL38	amp
TCGA-W5-AA2U	ANXA13	amp
TCGA-W5-AA2U	FAM91A1	amp
TCGA-W5-AA2U	FER1L6	amp
TCGA-W5-AA2U	TMEM65	amp
TCGA-W5-AA2U	TRMT12	amp
TCGA-W5-AA2U	RNF139	amp
TCGA-W5-AA2U	TATDN1	amp
TCGA-W5-AA2U	NDUFB9	amp
TCGA-W5-AA2U	MTSS1	amp
TCGA-W5-AA2U	ZNF572	amp
TCGA-W5-AA2U	SQLE	amp
TCGA-W5-AA2U	WASHC5	amp
TCGA-W5-AA2U	NSMCE2	amp
TCGA-W5-AA2U	TRIB1	amp
TCGA-W5-AA2U	LRATD2	amp
TCGA-W5-AA2U	POU5F1B	amp
TCGA-W5-AA2U	MYC	amp
