Unique_Patient_Identifier	gene	copy
TCGA-W5-AA39	PLSCR2	amp
TCGA-W5-AA39	PLSCR1	amp
TCGA-W5-AA39	PLSCR5	amp
TCGA-W5-AA39	ZIC4	amp
TCGA-W5-AA39	ZIC1	amp
TCGA-W5-AA39	AGTR1	amp
TCGA-W5-AA39	CPB1	amp
TCGA-W5-AA39	CPA3	amp
TCGA-W5-AA39	GYG1	amp
TCGA-W5-AA39	HLTF	amp
TCGA-W5-AA39	HPS3	amp
TCGA-W5-AA39	CP	amp
TCGA-W5-AA39	TM4SF18	amp
TCGA-W5-AA39	TM4SF1	amp
TCGA-W5-AA39	TM4SF4	amp
TCGA-W5-AA39	WWTR1	amp
TCGA-W5-AA39	COMMD2	amp
TCGA-W5-AA39	ANKUB1	amp
TCGA-W5-AA39	RNF13	amp
TCGA-W5-AA39	PFN2	amp
TCGA-W5-AA39	TSC22D2	amp
TCGA-W5-AA39	SERP1	amp
TCGA-W5-AA39	EIF2A	amp
TCGA-W5-AA39	SELENOT	amp
TCGA-W5-AA39	ERICH6	amp
TCGA-W5-AA39	SIAH2	amp
TCGA-W5-AA39	MINDY4B	amp
TCGA-W5-AA39	CLRN1	amp
TCGA-W5-AA39	MED12L	amp
TCGA-W5-AA39	GPR171	amp
TCGA-W5-AA39	P2RY14	amp
TCGA-W5-AA39	GPR87	amp
TCGA-W5-AA39	P2RY13	amp
TCGA-W5-AA39	P2RY12	amp
TCGA-W5-AA39	IGSF10	amp
TCGA-W5-AA39	AADACL2	amp
TCGA-W5-AA39	AADAC	amp
TCGA-W5-AA39	SUCNR1	amp
TCGA-W5-AA39	MBNL1	amp
TCGA-W5-AA39	P2RY1	amp
TCGA-W5-AA39	RAP2B	amp
TCGA-W5-AA39	ARHGEF26	amp
TCGA-W5-AA39	DHX36	amp
TCGA-W5-AA39	GPR149	amp
TCGA-W5-AA39	MME	amp
TCGA-W5-AA39	STRIT1	amp
TCGA-W5-AA39	PLCH1	amp
TCGA-W5-AA39	C3orf33	amp
TCGA-W5-AA39	SLC33A1	amp
TCGA-W5-AA39	GMPS	amp
TCGA-W5-AA39	KCNAB1	amp
TCGA-W5-AA39	SSR3	amp
TCGA-W5-AA39	TIPARP	amp
TCGA-W5-AA39	LEKR1	amp
TCGA-W5-AA39	CCNL1	amp
TCGA-W5-AA39	VEPH1	amp
TCGA-W5-AA39	PTX3	amp
TCGA-W5-AA39	SHOX2	amp
TCGA-W5-AA39	RSRC1	amp
TCGA-W5-AA39	MLF1	amp
TCGA-W5-AA39	GFM1	amp
TCGA-W5-AA39	LXN	amp
TCGA-W5-AA39	RARRES1	amp
TCGA-W5-AA39	MFSD1	amp
TCGA-W5-AA39	IQCJ-SCHIP1	amp
TCGA-W5-AA39	IQCJ	amp
TCGA-W5-AA39	SCHIP1	amp
TCGA-W5-AA39	IL12A	amp
TCGA-W5-AA39	C3orf80	amp
TCGA-W5-AA39	IFT80	amp
TCGA-W5-AA39	SMC4	amp
TCGA-W5-AA39	TRIM59	amp
TCGA-W5-AA39	KPNA4	amp
TCGA-W5-AA39	ARL14	amp
TCGA-W5-AA39	PPM1L	amp
TCGA-W5-AA39	B3GALNT1	amp
TCGA-W5-AA39	NMD3	amp
TCGA-W5-AA39	SPTSSB	amp
TCGA-W5-AA39	OTOL1	amp
TCGA-W5-AA39	SI	amp
TCGA-W5-AA39	SLITRK3	amp
TCGA-W5-AA39	BCHE	amp
TCGA-W5-AA39	ZBBX	amp
TCGA-W5-AA39	SERPINI2	amp
TCGA-W5-AA39	WDR49	amp
TCGA-W5-AA39	PDCD10	amp
TCGA-W5-AA39	SERPINI1	amp
TCGA-W5-AA39	GOLIM4	amp
TCGA-W5-AA39	MECOM	amp
TCGA-W5-AA39	ACTRT3	amp
TCGA-W5-AA39	MYNN	amp
TCGA-W5-AA39	LRRC34	amp
TCGA-W5-AA39	LRRIQ4	amp
TCGA-W5-AA39	LRRC31	amp
TCGA-W5-AA39	SAMD7	amp
TCGA-W5-AA39	SEC62	amp
TCGA-W5-AA39	GPR160	amp
TCGA-W5-AA39	PHC3	amp
TCGA-W5-AA39	PRKCI	amp
TCGA-W5-AA39	SKIL	amp
TCGA-W5-AA39	CLDN11	amp
TCGA-W5-AA39	SLC7A14	amp
TCGA-W5-AA39	RPL22L1	amp
TCGA-W5-AA39	EIF5A2	amp
TCGA-W5-AA39	SLC2A2	amp
TCGA-W5-AA39	TNIK	amp
TCGA-W5-AA39	PLD1	amp
TCGA-W5-AA39	TMEM212	amp
TCGA-W5-AA39	FNDC3B	amp
TCGA-W5-AA39	GHSR	amp
TCGA-W5-AA39	TNFSF10	amp
TCGA-W5-AA39	NCEH1	amp
TCGA-W5-AA39	ECT2	amp
TCGA-W5-AA39	SPATA16	amp
TCGA-W5-AA39	NLGN1	amp
TCGA-W5-AA39	NAALADL2	amp
TCGA-W5-AA39	TBL1XR1	amp
TCGA-W5-AA39	KCNMB2	amp
TCGA-W5-AA39	ZMAT3	amp
TCGA-W5-AA39	PIK3CA	amp
TCGA-W5-AA39	KCNMB3	amp
TCGA-W5-AA39	ZNF639	amp
TCGA-W5-AA39	MFN1	amp
TCGA-W5-AA39	GNB4	amp
TCGA-W5-AA39	ACTL6A	amp
TCGA-W5-AA39	MRPL47	amp
TCGA-W5-AA39	NDUFB5	amp
TCGA-W5-AA39	USP13	amp
TCGA-W5-AA39	PEX5L	amp
TCGA-W5-AA39	TTC14	amp
TCGA-W5-AA39	FXR1	amp
TCGA-W5-AA39	DNAJC19	amp
TCGA-W5-AA39	SOX2-OT	amp
TCGA-W5-AA39	SOX2	amp
TCGA-W5-AA39	ATP11B	amp
TCGA-W5-AA39	DCUN1D1	amp
TCGA-W5-AA39	MCCC1	amp
TCGA-W5-AA39	LAMP3	amp
TCGA-W5-AA39	MCF2L2	amp
TCGA-W5-AA39	B3GNT5	amp
TCGA-W5-AA39	KLHL6	amp
TCGA-W5-AA39	KLHL24	amp
TCGA-W5-AA39	YEATS2	amp
TCGA-W5-AA39	MAP6D1	amp
TCGA-W5-AA39	PARL	amp
TCGA-W5-AA39	ABCC5	amp
TCGA-W5-AA39	HTR3D	amp
TCGA-W5-AA39	HTR3C	amp
TCGA-W5-AA39	HTR3E	amp
TCGA-W5-AA39	EIF2B5	amp
TCGA-W5-AA39	DVL3	amp
TCGA-W5-AA39	AP2M1	amp
TCGA-W5-AA39	ABCF3	amp
TCGA-W5-AA39	VWA5B2	amp
TCGA-W5-AA39	ALG3	amp
TCGA-W5-AA39	EEF1AKMT4	amp
TCGA-W5-AA39	EEF1AKMT4-ECE2	amp
TCGA-W5-AA39	CAMK2N2	amp
TCGA-W5-AA39	ECE2	amp
TCGA-W5-AA39	PSMD2	amp
TCGA-W5-AA39	EIF4G1	amp
TCGA-W5-AA39	FAM131A	amp
TCGA-W5-AA39	CLCN2	amp
TCGA-W5-AA39	POLR2H	amp
TCGA-W5-AA39	THPO	amp
TCGA-W5-AA39	CHRD	amp
TCGA-W5-AA39	EPHB3	amp
TCGA-W5-AA39	MAGEF1	amp
TCGA-W5-AA39	VPS8	amp
TCGA-W5-AA39	C3orf70	amp
TCGA-W5-AA39	EHHADH	amp
TCGA-W5-AA39	MAP3K13	amp
TCGA-W5-AA39	TMEM41A	amp
TCGA-W5-AA39	LIPH	amp
TCGA-W5-AA39	SENP2	amp
TCGA-W5-AA39	IGF2BP2	amp
TCGA-W5-AA39	TRA2B	amp
TCGA-W5-AA39	ETV5	amp
TCGA-W5-AA39	DGKG	amp
TCGA-W5-AA39	CRYGS	amp
TCGA-W5-AA39	TBCCD1	amp
TCGA-W5-AA39	DNAJB11	amp
TCGA-W5-AA39	AHSG	amp
TCGA-W5-AA39	FETUB	amp
TCGA-W5-AA39	HRG	amp
TCGA-W5-AA39	KNG1	amp
TCGA-W5-AA39	EIF4A2	amp
TCGA-W5-AA39	RFC4	amp
TCGA-W5-AA39	ADIPOQ	amp
TCGA-W5-AA39	ST6GAL1	amp
TCGA-W5-AA39	RPL39L	amp
TCGA-W5-AA39	RTP1	amp
TCGA-W5-AA39	MASP1	amp
TCGA-W5-AA39	RTP4	amp
TCGA-W5-AA39	SST	amp
TCGA-W5-AA39	RTP2	amp
TCGA-W5-AA39	BCL6	amp
TCGA-W5-AA39	LPP	amp
TCGA-W5-AA39	TPRG1	amp
TCGA-W5-AA39	TP63	amp
TCGA-W5-AA39	P3H2	amp
TCGA-W5-AA39	CLDN1	amp
TCGA-W5-AA39	CLDN16	amp
TCGA-W5-AA39	TMEM207	amp
TCGA-W5-AA39	IL1RAP	amp
TCGA-W5-AA39	GMNC	amp
TCGA-W5-AA39	OSTN	amp
TCGA-W5-AA39	UTS2B	amp
TCGA-W5-AA39	CCDC50	amp
TCGA-W5-AA39	PYDC2	amp
TCGA-W5-AA39	FGF12	amp
TCGA-W5-AA39	MB21D2	amp
TCGA-W5-AA39	PLAAT1	amp
TCGA-W5-AA39	ATP13A5	amp
TCGA-W5-AA39	ATP13A4	amp
TCGA-W5-AA39	OPA1	amp
TCGA-W5-AA39	HES1	amp
TCGA-W5-AA39	CPN2	amp
TCGA-W5-AA39	LRRC15	amp
TCGA-W5-AA39	GP5	amp
TCGA-W5-AA39	ATP13A3	amp
TCGA-W5-AA39	TMEM44	amp
TCGA-W5-AA39	LSG1	amp
TCGA-W5-AA39	FAM43A	amp
TCGA-W5-AA39	XXYLT1	amp
TCGA-W5-AA39	ACAP2	amp
TCGA-W5-AA39	PPP1R2	amp
TCGA-W5-AA39	APOD	amp
TCGA-W5-AA39	MUC20	amp
TCGA-W5-AA39	MUC4	amp
TCGA-W5-AA39	TNK2	amp
TCGA-W5-AA39	TFRC	amp
TCGA-W5-AA39	ZDHHC19	amp
TCGA-W5-AA39	SLC51A	amp
TCGA-W5-AA39	PCYT1A	amp
TCGA-W5-AA39	TM4SF19	amp
TCGA-W5-AA39	UBXN7	amp
TCGA-W5-AA39	RNF168	amp
TCGA-W5-AA39	SMCO1	amp
TCGA-W5-AA39	WDR53	amp
TCGA-W5-AA39	FBXO45	amp
TCGA-W5-AA39	NRROS	amp
TCGA-W5-AA39	PIGX	amp
TCGA-W5-AA39	CEP19	amp
TCGA-W5-AA39	PAK2	amp
TCGA-W5-AA39	SENP5	amp
TCGA-W5-AA39	NCBP2	amp
TCGA-W5-AA39	NCBP2AS2	amp
TCGA-W5-AA39	PIGZ	amp
TCGA-W5-AA39	MELTF	amp
TCGA-W5-AA39	DLG1	amp
TCGA-W5-AA39	BDH1	amp
TCGA-W5-AA39	RUBCN	amp
TCGA-W5-AA39	FYTTD1	amp
TCGA-W5-AA39	LRCH3	amp
TCGA-W5-AA39	IQCG	amp
TCGA-W5-AA39	RPL35A	amp
TCGA-W5-AA39	LMLN	amp
TCGA-W5-AA39	ZNF595	amp
TCGA-W5-AA39	ZNF718	amp
TCGA-W5-AA39	ZNF732	amp
TCGA-W5-AA39	ZNF141	amp
TCGA-W5-AA39	ZNF721	amp
TCGA-W5-AA39	PIGG	amp
TCGA-W5-AA39	TMEM271	amp
TCGA-W5-AA39	PDE6B	amp
TCGA-W5-AA39	ATP5ME	amp
TCGA-W5-AA39	MYL5	amp
TCGA-W5-AA39	SLC49A3	amp
TCGA-W5-AA39	PCGF3	amp
TCGA-W5-AA39	CPLX1	amp
TCGA-W5-AA39	GAK	amp
TCGA-W5-AA39	TMEM175	amp
TCGA-W5-AA39	DGKQ	amp
TCGA-W5-AA39	SLC26A1	amp
TCGA-W5-AA39	IDUA	amp
TCGA-W5-AA39	FGFRL1	amp
TCGA-W5-AA39	RNF212	amp
TCGA-W5-AA39	SPON2	amp
TCGA-W5-AA39	CTBP1	amp
TCGA-W5-AA39	MAEA	amp
TCGA-W5-AA39	UVSSA	amp
TCGA-W5-AA39	NKX1-1	amp
TCGA-W5-AA39	FAM53A	amp
TCGA-W5-AA39	SLBP	amp
TCGA-W5-AA39	TACC3	amp
TCGA-W5-AA39	TMEM129	amp
TCGA-W5-AA39	FGFR3	amp
TCGA-W5-AA39	LETM1	amp
TCGA-W5-AA39	NSD2	amp
TCGA-W5-AA39	NELFA	amp
TCGA-W5-AA39	C4orf48	amp
TCGA-W5-AA39	NAT8L	amp
TCGA-W5-AA39	POLN	amp
TCGA-W5-AA39	HAUS3	amp
TCGA-W5-AA39	MXD4	amp
TCGA-W5-AA39	ZFYVE28	amp
TCGA-W5-AA39	CFAP99	amp
TCGA-W5-AA39	RNF4	amp
TCGA-W5-AA39	FAM193A	amp
TCGA-W5-AA39	TNIP2	amp
TCGA-W5-AA39	SH3BP2	amp
TCGA-W5-AA39	ADD1	amp
TCGA-W5-AA39	MFSD10	amp
TCGA-W5-AA39	NOP14	amp
TCGA-W5-AA39	GRK4	amp
TCGA-W5-AA39	HTT	amp
TCGA-W5-AA39	MSANTD1	amp
TCGA-W5-AA39	RGS12	amp
TCGA-W5-AA39	HGFAC	amp
TCGA-W5-AA39	DOK7	amp
TCGA-W5-AA39	LRPAP1	amp
TCGA-W5-AA39	ADRA2C	amp
TCGA-W5-AA39	OTOP1	amp
TCGA-W5-AA39	TMEM128	amp
TCGA-W5-AA39	LYAR	amp
TCGA-W5-AA39	ZBTB49	amp
TCGA-W5-AA39	NSG1	amp
TCGA-W5-AA39	STX18	amp
TCGA-W5-AA39	MSX1	amp
TCGA-W5-AA39	CYTL1	amp
TCGA-W5-AA39	STK32B	amp
TCGA-W5-AA39	EVC2	amp
TCGA-W5-AA39	EVC	amp
TCGA-W5-AA39	CRMP1	amp
TCGA-W5-AA39	C4orf50	amp
TCGA-W5-AA39	JAKMIP1	amp
TCGA-W5-AA39	WFS1	amp
TCGA-W5-AA39	PPP2R2C	amp
TCGA-W5-AA39	MAN2B2	amp
TCGA-W5-AA39	MRFAP1	amp
TCGA-W5-AA39	S100P	amp
TCGA-W5-AA39	MRFAP1L1	amp
TCGA-W5-AA39	BLOC1S4	amp
TCGA-W5-AA39	KIAA0232	amp
TCGA-W5-AA39	TBC1D14	amp
TCGA-W5-AA39	CCDC96	amp
TCGA-W5-AA39	TADA2B	amp
TCGA-W5-AA39	GRPEL1	amp
TCGA-W5-AA39	SORCS2	amp
TCGA-W5-AA39	PSAPL1	amp
TCGA-W5-AA39	AFAP1	amp
TCGA-W5-AA39	ABLIM2	amp
TCGA-W5-AA39	SH3TC1	amp
TCGA-W5-AA39	HTRA3	amp
TCGA-W5-AA39	ACOX3	amp
TCGA-W5-AA39	TRMT44	amp
TCGA-W5-AA39	GPR78	amp
TCGA-W5-AA39	CPZ	amp
TCGA-W5-AA39	HMX1	amp
TCGA-W5-AA39	FAM90A26	amp
TCGA-W5-AA39	USP17L10	amp
TCGA-W5-AA39	USP17L11	amp
TCGA-W5-AA39	USP17L12	amp
TCGA-W5-AA39	USP17L13	amp
TCGA-W5-AA39	USP17L15	amp
TCGA-W5-AA39	USP17L17	amp
TCGA-W5-AA39	USP17L18	amp
TCGA-W5-AA39	USP17L19	amp
TCGA-W5-AA39	USP17L20	amp
TCGA-W5-AA39	USP17L21	amp
TCGA-W5-AA39	USP17L22	amp
TCGA-W5-AA39	USP17L24	amp
TCGA-W5-AA39	USP17L25	amp
TCGA-W5-AA39	USP17L26	amp
TCGA-W5-AA39	USP17L5	amp
TCGA-W5-AA39	USP17L27	amp
TCGA-W5-AA39	USP17L28	amp
TCGA-W5-AA39	USP17L29	amp
TCGA-W5-AA39	USP17L30	amp
TCGA-W5-AA39	DEFB131A	amp
TCGA-W5-AA39	SLC2A9	amp
TCGA-W5-AA39	DRD5	amp
TCGA-W5-AA39	WDR1	amp
TCGA-W5-AA39	ZNF518B	amp
TCGA-W5-AA39	CLNK	amp
TCGA-W5-AA39	HS3ST1	amp
TCGA-W5-AA39	RAB28	amp
TCGA-W5-AA39	NKX3-2	amp
TCGA-W5-AA39	BOD1L1	amp
TCGA-W5-AA39	CPEB2	amp
TCGA-W5-AA39	C1QTNF7	amp
TCGA-W5-AA39	CC2D2A	amp
TCGA-W5-AA39	FBXL5	amp
TCGA-W5-AA39	FAM200B	amp
TCGA-W5-AA39	BST1	amp
TCGA-W5-AA39	CD38	amp
TCGA-W5-AA39	FGFBP1	amp
TCGA-W5-AA39	FGFBP2	amp
TCGA-W5-AA39	PROM1	amp
TCGA-W5-AA39	TAPT1	amp
TCGA-W5-AA39	LDB2	amp
TCGA-W5-AA39	QDPR	amp
TCGA-W5-AA39	CLRN2	amp
TCGA-W5-AA39	LAP3	amp
TCGA-W5-AA39	MED28	amp
TCGA-W5-AA39	FAM184B	amp
TCGA-W5-AA39	DCAF16	amp
TCGA-W5-AA39	NCAPG	amp
TCGA-W5-AA39	LCORL	amp
TCGA-W5-AA39	SLIT2	amp
TCGA-W5-AA39	PACRGL	amp
TCGA-W5-AA39	KCNIP4	amp
TCGA-W5-AA39	ADGRA3	amp
TCGA-W5-AA39	PPARGC1A	amp
TCGA-W5-AA39	DHX15	amp
TCGA-W5-AA39	SOD3	amp
TCGA-W5-AA39	CCDC149	amp
TCGA-W5-AA39	LGI2	amp
TCGA-W5-AA39	SEPSECS	amp
TCGA-W5-AA39	PI4K2B	amp
TCGA-W5-AA39	ZCCHC4	amp
TCGA-W5-AA39	ANAPC4	amp
TCGA-W5-AA39	SLC34A2	amp
TCGA-W5-AA39	SEL1L3	amp
TCGA-W5-AA39	SMIM20	amp
TCGA-W5-AA39	RBPJ	amp
TCGA-W5-AA39	CCKAR	amp
TCGA-W5-AA39	TBC1D19	amp
TCGA-W5-AA39	STIM2	amp
TCGA-W5-AA39	PCDH7	amp
TCGA-W5-AA39	ARAP2	amp
TCGA-W5-AA39	DTHD1	amp
TCGA-W5-AA39	NWD2	amp
TCGA-W5-AA39	C4orf19	amp
TCGA-W5-AA39	RELL1	amp
TCGA-W5-AA39	PGM2	amp
TCGA-W5-AA39	TBC1D1	amp
TCGA-W5-AA39	PTTG2	amp
TCGA-W5-AA39	KLF3	amp
TCGA-W5-AA39	TLR10	amp
TCGA-W5-AA39	TLR1	amp
TCGA-W5-AA39	TLR6	amp
TCGA-W5-AA39	FAM114A1	amp
TCGA-W5-AA39	TMEM156	amp
TCGA-W5-AA39	KLHL5	amp
TCGA-W5-AA39	WDR19	amp
TCGA-W5-AA39	RFC1	amp
TCGA-W5-AA39	KLB	amp
TCGA-W5-AA39	RPL9	amp
TCGA-W5-AA39	LIAS	amp
TCGA-W5-AA39	UGDH	amp
TCGA-W5-AA39	SMIM14	amp
TCGA-W5-AA39	UBE2K	amp
TCGA-W5-AA39	PDS5A	amp
TCGA-W5-AA39	N4BP2	amp
TCGA-W5-AA39	RHOH	amp
TCGA-W5-AA39	CHRNA9	amp
TCGA-W5-AA39	RBM47	amp
TCGA-W5-AA39	NSUN7	amp
TCGA-W5-AA39	APBB2	amp
TCGA-W5-AA39	UCHL1	amp
TCGA-W5-AA39	LIMCH1	amp
TCGA-W5-AA39	PHOX2B	amp
TCGA-W5-AA39	TMEM33	amp
TCGA-W5-AA39	DCAF4L1	amp
TCGA-W5-AA39	SLC30A9	amp
TCGA-W5-AA39	BEND4	amp
TCGA-W5-AA39	SHISA3	amp
TCGA-W5-AA39	ATP8A1	amp
TCGA-W5-AA39	GRXCR1	amp
TCGA-W5-AA39	KCTD8	amp
TCGA-W5-AA39	YIPF7	amp
TCGA-W5-AA39	GUF1	amp
TCGA-W5-AA39	GNPDA2	amp
TCGA-W5-AA39	GABRG1	amp
TCGA-W5-AA39	GABRA2	amp
TCGA-W5-AA39	COX7B2	amp
TCGA-W5-AA39	GABRA4	amp
TCGA-W5-AA39	GABRB1	amp
TCGA-W5-AA39	COMMD8	amp
TCGA-W5-AA39	ATP10D	amp
TCGA-W5-AA39	CORIN	amp
TCGA-W5-AA39	NFXL1	amp
TCGA-W5-AA39	NIPAL1	amp
TCGA-W5-AA39	CNGA1	amp
TCGA-W5-AA39	TXK	amp
TCGA-W5-AA39	TEC	amp
TCGA-W5-AA39	SLAIN2	amp
TCGA-W5-AA39	SLC10A4	amp
TCGA-W5-AA39	ZAR1	amp
TCGA-W5-AA39	FRYL	amp
TCGA-W5-AA39	OCIAD1	amp
TCGA-W5-AA39	OCIAD2	amp
TCGA-W5-AA39	CWH43	amp
TCGA-W5-AA39	DCUN1D4	del
TCGA-W5-AA39	LRRC66	del
TCGA-W5-AA39	SGCB	del
TCGA-W5-AA39	SPATA18	del
TCGA-W5-AA39	USP46	del
TCGA-W5-AA39	ERVMER34-1	del
TCGA-W5-AA39	RASL11B	del
TCGA-W5-AA39	SCFD2	del
TCGA-W5-AA39	FIP1L1	del
TCGA-W5-AA39	LNX1	del
TCGA-W5-AA39	CHIC2	del
TCGA-W5-AA39	GSX2	del
TCGA-W5-AA39	PDGFRA	del
TCGA-W5-AA39	KIT	del
TCGA-W5-AA39	KDR	del
TCGA-W5-AA39	SRD5A3	del
TCGA-W5-AA39	TMEM165	del
TCGA-W5-AA39	CLOCK	del
TCGA-W5-AA39	PDCL2	del
TCGA-W5-AA39	NMU	del
TCGA-W5-AA39	EXOC1L	del
TCGA-W5-AA39	EXOC1	del
TCGA-W5-AA39	CEP135	del
TCGA-W5-AA39	CRACD	del
TCGA-W5-AA39	AASDH	del
TCGA-W5-AA39	PPAT	del
TCGA-W5-AA39	PAICS	del
TCGA-W5-AA39	SRP72	del
TCGA-W5-AA39	ARL9	del
TCGA-W5-AA39	HOPX	del
TCGA-W5-AA39	SPINK2	del
TCGA-W5-AA39	REST	del
TCGA-W5-AA39	NOA1	del
TCGA-W5-AA39	POLR2B	del
TCGA-W5-AA39	IGFBP7	del
TCGA-W5-AA39	ADGRL3	del
TCGA-W5-AA39	TECRL	del
TCGA-W5-AA39	EPHA5	del
TCGA-W5-AA39	CENPC	del
TCGA-W5-AA39	STAP1	del
TCGA-W5-AA39	UBA6	del
TCGA-W5-AA39	GNRHR	del
TCGA-W5-AA39	TMPRSS11D	del
TCGA-W5-AA39	TMPRSS11A	del
TCGA-W5-AA39	TMPRSS11F	del
TCGA-W5-AA39	TMPRSS11B	del
TCGA-W5-AA39	YTHDC1	del
TCGA-W5-AA39	TMPRSS11E	del
TCGA-W5-AA39	UGT2B17	del
TCGA-W5-AA39	UGT2B15	del
TCGA-W5-AA39	UGT2B10	del
TCGA-W5-AA39	UGT2A3	del
TCGA-W5-AA39	UGT2B7	del
TCGA-W5-AA39	UGT2B11	del
TCGA-W5-AA39	UGT2B28	del
TCGA-W5-AA39	UGT2B4	del
TCGA-W5-AA39	UGT2A2	del
TCGA-W5-AA39	UGT2A1	del
TCGA-W5-AA39	SULT1B1	del
TCGA-W5-AA39	SULT1E1	del
TCGA-W5-AA39	CSN1S1	del
TCGA-W5-AA39	CSN2	del
TCGA-W5-AA39	STATH	del
TCGA-W5-AA39	HTN3	del
TCGA-W5-AA39	HTN1	del
TCGA-W5-AA39	PRR27	del
TCGA-W5-AA39	ODAM	del
TCGA-W5-AA39	FDCSP	del
TCGA-W5-AA39	CSN3	del
TCGA-W5-AA39	CABS1	del
TCGA-W5-AA39	SMR3A	del
TCGA-W5-AA39	SMR3B	del
TCGA-W5-AA39	OPRPN	del
TCGA-W5-AA39	MUC7	del
TCGA-W5-AA39	AMTN	del
TCGA-W5-AA39	AMBN	del
TCGA-W5-AA39	ENAM	del
TCGA-W5-AA39	JCHAIN	del
TCGA-W5-AA39	UTP3	del
TCGA-W5-AA39	RUFY3	del
TCGA-W5-AA39	GRSF1	del
TCGA-W5-AA39	MOB1B	del
TCGA-W5-AA39	DCK	del
TCGA-W5-AA39	SLC4A4	del
TCGA-W5-AA39	GC	del
TCGA-W5-AA39	NPFFR2	del
TCGA-W5-AA39	ADAMTS3	del
TCGA-W5-AA39	COX18	del
TCGA-W5-AA39	ANKRD17	del
TCGA-W5-AA39	ALB	del
TCGA-W5-AA39	AFP	del
TCGA-W5-AA39	AFM	del
TCGA-W5-AA39	RASSF6	del
TCGA-W5-AA39	CXCL8	del
TCGA-W5-AA39	CXCL6	del
TCGA-W5-AA39	PF4V1	del
TCGA-W5-AA39	CXCL1	del
TCGA-W5-AA39	PF4	del
TCGA-W5-AA39	PPBP	del
TCGA-W5-AA39	CXCL5	del
TCGA-W5-AA39	CXCL3	del
TCGA-W5-AA39	CXCL2	del
TCGA-W5-AA39	MTHFD2L	del
TCGA-W5-AA39	EPGN	del
TCGA-W5-AA39	EREG	del
TCGA-W5-AA39	AREG	del
TCGA-W5-AA39	BTC	del
TCGA-W5-AA39	PARM1	del
TCGA-W5-AA39	RCHY1	del
TCGA-W5-AA39	THAP6	del
TCGA-W5-AA39	ODAPH	del
TCGA-W5-AA39	CDKL2	del
TCGA-W5-AA39	G3BP2	del
TCGA-W5-AA39	USO1	del
TCGA-W5-AA39	PPEF2	del
TCGA-W5-AA39	NAAA	del
TCGA-W5-AA39	SDAD1	del
TCGA-W5-AA39	CXCL9	del
TCGA-W5-AA39	ART3	del
TCGA-W5-AA39	CXCL10	del
TCGA-W5-AA39	CXCL11	del
TCGA-W5-AA39	NUP54	del
TCGA-W5-AA39	SCARB2	del
TCGA-W5-AA39	FAM47E	del
TCGA-W5-AA39	FAM47E-STBD1	del
TCGA-W5-AA39	STBD1	del
TCGA-W5-AA39	CCDC158	del
TCGA-W5-AA39	SHROOM3	del
TCGA-W5-AA39	SOWAHB	del
TCGA-W5-AA39	SEPTIN11	del
TCGA-W5-AA39	CCNI	del
TCGA-W5-AA39	CCNG2	del
TCGA-W5-AA39	CXCL13	del
TCGA-W5-AA39	CNOT6L	del
TCGA-W5-AA39	MRPL1	del
TCGA-W5-AA39	FRAS1	del
TCGA-W5-AA39	ANXA3	del
TCGA-W5-AA39	BMP2K	del
TCGA-W5-AA39	PAQR3	del
TCGA-W5-AA39	NAA11	del
TCGA-W5-AA39	GK2	del
TCGA-W5-AA39	ANTXR2	del
TCGA-W5-AA39	PRDM8	del
TCGA-W5-AA39	FGF5	del
TCGA-W5-AA39	CFAP299	del
TCGA-W5-AA39	BMP3	del
TCGA-W5-AA39	PRKG2	del
TCGA-W5-AA39	RASGEF1B	del
TCGA-W5-AA39	HNRNPD	del
TCGA-W5-AA39	HNRNPDL	del
TCGA-W5-AA39	ENOPH1	del
TCGA-W5-AA39	TMEM150C	del
TCGA-W5-AA39	SCD5	del
TCGA-W5-AA39	SEC31A	del
TCGA-W5-AA39	THAP9	del
TCGA-W5-AA39	LIN54	del
TCGA-W5-AA39	COPS4	del
TCGA-W5-AA39	PLAC8	del
TCGA-W5-AA39	COQ2	del
TCGA-W5-AA39	HPSE	del
TCGA-W5-AA39	HELQ	del
TCGA-W5-AA39	MRPS18C	del
TCGA-W5-AA39	ABRAXAS1	del
TCGA-W5-AA39	GPAT3	del
TCGA-W5-AA39	NKX6-1	del
TCGA-W5-AA39	CDS1	del
TCGA-W5-AA39	WDFY3	del
TCGA-W5-AA39	ARHGAP24	del
TCGA-W5-AA39	MAPK10	del
TCGA-W5-AA39	PTPN13	del
TCGA-W5-AA39	SLC10A6	del
TCGA-W5-AA39	C4orf36	del
TCGA-W5-AA39	AFF1	del
TCGA-W5-AA39	KLHL8	del
TCGA-W5-AA39	HSD17B13	del
TCGA-W5-AA39	HSD17B11	del
TCGA-W5-AA39	NUDT9	del
TCGA-W5-AA39	SPARCL1	del
TCGA-W5-AA39	DSPP	del
TCGA-W5-AA39	DMP1	del
TCGA-W5-AA39	IBSP	del
TCGA-W5-AA39	MEPE	del
TCGA-W5-AA39	SPP1	del
TCGA-W5-AA39	PKD2	del
TCGA-W5-AA39	ABCG2	del
TCGA-W5-AA39	PPM1K	del
TCGA-W5-AA39	HERC6	del
TCGA-W5-AA39	HERC5	del
TCGA-W5-AA39	PYURF	del
TCGA-W5-AA39	PIGY	del
TCGA-W5-AA39	HERC3	del
TCGA-W5-AA39	NAP1L5	del
